Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
2036,Diana Miller,25,Male,Denver,2024-08-01,1852.26
2037,Grace Davis,29,Female,Phoenix,2024-12-08,0.0
2038,Henry Smith,51,Male,Seattle,2024-12-19,2559.23
2039,Ivy Johnson,50,Female,Miami,2025-07-13,3172.85
2040,Nina Martinez,65,Female,New York,2026-07-19,1887.06
2041,Ivy Williams,40,Female,New York,2024-05-03,1039.12
2042,Victor Miller,41,Female,Miami,2024-04-19,75.81
2043,Victor Martinez,54,Male,Seattle,2026-02-19,1541.53
2044,Ivy Smith,52,Female,New York,2024-10-03,1976.81
2045,Steve Brown,61,Female,Seattle,2026-08-09,4195.14
2046,Laura Garcia,57,Male,Phoenix,2024-01-31,2269.81
2047,Jack Miller,39,Female,Seattle,2026-07-14,3828.5
2048,Steve Williams,44,Male,Seattle,2025-05-07,4366.25
2049,Frank Jones,52,Female,New York,2025-10-25,1465.83
2050,Jack Brown,18,Female,Miami,2025-05-24,1011.9
2051,Paula Davis,52,Male,Denver,2026-04-19,2115.48
2052,Charlie Jones,54,Female,Los Angeles,2024-08-22,1259.36
2053,Jack Brown,64,Male,Chicago,2025-01-03,2729.97
2054,Bob Brown,31,Female,Los Angeles,2023-10-30,2248.28
2055,Oscar Brown,20,Female,Denver,2026-03-30,423.37
2056,Henry Williams,18,Male,Los Angeles,2025-12-06,1042.71
2057,Henry Williams,22,Female,New York,2026-01-27,753.68
2058,Diana Davis,43,Male,Denver,2025-02-01,591.74
2059,Steve Garcia,31,Female,Seattle,2026-09-01,349.91
2060,Frank Davis,56,Female,Phoenix,2026-03-11,3515.83
2061,Ivy Martinez,44,Female,Houston,2025-01-28,1383.84
2062,Paula Johnson,26,Female,Houston,2025-03-25,228.69
2063,Laura Garcia,32,Male,Chicago,2025-03-19,519.06
2064,Henry Miller,32,Male,Houston,2024-07-14,1597.62
2065,Oscar Miller,43,Female,Denver,2024-01-19,4332.95
2066,Bob Brown,59,Female,Seattle,2026-01-08,2907.44
2067,Tina Miller,30,Female,New York,2023-10-20,1903.81
2068,Jack Miller,68,Female,Houston,2025-08-30,4928.65
2069,Henry Jones,49,Female,Denver,2026-06-05,3153.47
2070,Nina Garcia,56,Female,Chicago,2023-11-08,2461.92
2071,Eva Martinez,66,Male,Seattle,2026-04-24,2553.47
2072,Charlie Miller,69,Male,Denver,2023-11-04,1483.53
2073,Bob Jones,49,Female,Miami,2024-09-16,469.55
2074,Paula Garcia,21,Female,Seattle,2024-11-16,631.08
2075,Oscar Jones,47,Male,Denver,2025-04-01,832.11
2076,Steve Smith,54,Female,Houston,2023-10-19,2182.07
2077,Bob Smith,40,Male,Houston,2024-01-28,1159.45
2078,Victor Williams,56,Male,Chicago,2023-10-21,2039.2
2079,Diana Brown,62,Female,Phoenix,2026-05-06,5277.23
2080,Frank Johnson,32,Male,Phoenix,2025-10-04,2727.26
2081,Tina Smith,60,Female,Seattle,2024-04-18,3690.56
2082,Grace Johnson,46,Male,Los Angeles,2025-11-30,2437.51
2083,Victor Johnson,53,Male,Miami,2025-05-19,1293.32
2084,Oscar Garcia,30,Male,Miami,2026-09-05,622.04
2085,Oscar Davis,49,Male,Seattle,2023-10-05,490.26
2086,Paula Williams,24,Female,Chicago,2025-09-20,314.67
2087,Ivy Martinez,68,Female,Denver,2026-08-13,3801.29
2088,Tina Jones,39,Female,Houston,2026-02-18,421.98
2089,Ivy Davis,45,Male,Denver,2024-03-05,2381.34
2090,Laura Smith,19,Female,Miami,2025-10-25,0.0
2091,Quentin Brown,59,Female,Phoenix,2024-09-16,4273.53
2092,Ivy Jones,62,Male,Houston,2025-08-07,5714.51
2093,Henry Miller,23,Female,Houston,2024-03-03,2579.16
2094,Quentin Davis,45,Male,Los Angeles,2026-05-12,3955.04
2095,Henry Miller,45,Male,Phoenix,2025-05-04,3991.19
2096,Quentin Martinez,61,Female,Seattle,2025-10-04,5753.95
2097,Mike Davis,61,Female,Phoenix,2025-07-18,3299.64
2098,Henry Johnson,37,Male,Miami,2025-02-05,402.13
2099,Steve Williams,47,Male,Houston,2024-05-11,666.76
2100,Ivy Martinez,28,Female,Los Angeles,2026-05-28,1083.42
2101,Jack Brown,45,Female,Chicago,2024-10-11,7188.05
2102,Alice Martinez,42,Male,Phoenix,2025-05-21,1859.94
2103,Bob Martinez,56,Female,Chicago,2023-12-12,3145.22
2104,Diana Smith,50,Female,Denver,2026-06-11,865.85
2105,Paula Garcia,18,Male,New York,2026-05-17,2425.16
2106,Quentin Johnson,44,Male,Seattle,2025-02-08,3698.54
2107,Charlie Smith,69,Male,Chicago,2026-06-13,5357.29
2108,Charlie Brown,30,Male,Seattle,2025-05-24,1226.05
2109,Rachel Miller,58,Female,Denver,2024-12-15,3425.02
2110,Tina Miller,20,Female,New York,2025-05-10,1870.28
2111,Grace Brown,56,Female,Los Angeles,2024-03-31,2482.21
2112,Henry Williams,23,Male,Chicago,2024-07-27,1200.77
2113,Oscar Davis,25,Female,Phoenix,2023-09-15,1085.86
2114,Henry Jones,44,Female,Denver,2023-11-15,1992.76
2115,Henry Jones,26,Male,Seattle,2024-02-02,4650.13
2116,Steve Brown,54,Male,Phoenix,2024-05-02,3052.23
2117,Charlie Smith,50,Male,Phoenix,2024-06-27,3600.65
2118,Paula Johnson,68,Female,Phoenix,2025-04-23,7148.04
2119,Ivy Martinez,59,Female,Denver,2025-12-12,5184.93
2120,Victor Smith,61,Female,Miami,2024-02-21,3321.63
2121,Alice Johnson,41,Male,New York,2025-02-03,2045.76
2122,Tina Smith,32,Male,Denver,2025-03-14,596.31
2123,Paula Jones,49,Male,Seattle,2026-08-07,493.0
2124,Charlie Davis,49,Female,Seattle,2026-06-13,948.52
2125,Laura Johnson,41,Male,Miami,2025-07-23,2179.92
2126,Quentin Jones,58,Female,New York,2025-12-31,3719.63
2127,Charlie Garcia,69,Female,Miami,2026-03-29,2132.21
2128,Nina Martinez,66,Male,Denver,2024-05-04,3205.68
2129,Bob Brown,66,Female,Denver,2026-01-03,2910.85
2130,Bob Brown,69,Female,Chicago,2026-03-03,5035.23
2131,Paula Davis,29,Male,New York,2025-04-21,397.31
2132,Frank Jones,56,Male,Seattle,2025-01-12,658.9
2133,Henry Johnson,19,Female,Los Angeles,2024-03-18,1325.76
2134,Quentin Jones,20,Female,Seattle,2024-07-21,4588.01
2135,Quentin Brown,66,Female,Chicago,2026-05-25,7038.05
2136,Grace Martinez,54,Male,Los Angeles,2025-11-03,4322.38
2137,Oscar Garcia,66,Female,New York,2025-03-28,1265.07
2138,Jack Davis,34,Male,Denver,2025-04-11,5106.19
2139,Mike Garcia,66,Female,Denver,2026-05-28,3433.41
2140,Grace Brown,19,Female,Houston,2025-06-30,1300.73
2141,Bob Garcia,19,Female,Seattle,2025-12-29,933.82
2142,Eva Davis,45,Male,Chicago,2025-11-08,3054.75
2143,Tina Garcia,40,Male,Denver,2026-07-04,1123.87
2144,Rachel Davis,54,Male,Chicago,2024-04-01,2246.48
2145,Eva Johnson,49,Female,Phoenix,2025-12-27,1638.52
2146,Victor Miller,50,Male,Miami,2025-08-03,1612.99
2147,Nina Garcia,18,Female,New York,2026-09-06,1556.57
2148,Henry Jones,36,Male,Los Angeles,2024-01-28,5368.24
2149,Diana Johnson,19,Female,Chicago,2026-02-14,512.07
2150,Alice Smith,61,Female,New York,2025-05-15,1566.87
2151,Mike Garcia,43,Female,Chicago,2025-05-02,3452.11
2152,Rachel Miller,49,Male,Chicago,2025-01-22,5080.23
2153,Charlie Miller,23,Male,Denver,2024-09-02,25.92
2154,Henry Davis,49,Female,Denver,2024-06-29,110.14
2155,Alice Davis,21,Female,Chicago,2025-02-13,457.65
2156,Paula Garcia,28,Female,Seattle,2024-02-08,46.16
2157,Paula Jones,34,Male,Seattle,2025-02-03,2912.2
2158,Diana Brown,55,Female,Miami,2026-05-26,3430.23
2159,Jack Smith,41,Female,Phoenix,2025-05-07,814.05
2160,Tina Smith,22,Female,Phoenix,2023-09-26,486.14
2161,Victor Garcia,69,Male,Houston,2024-12-24,5628.76
2162,Eva Johnson,51,Male,Phoenix,2025-02-04,496.72
2163,Bob Garcia,23,Male,Los Angeles,2026-02-28,635.16
2164,Laura Miller,39,Male,Houston,2025-05-06,4617.27
2165,Steve Garcia,28,Female,Chicago,2024-06-06,334.6
2166,Quentin Jones,65,Female,Los Angeles,2025-02-17,411.93
2167,Charlie Williams,33,Male,Seattle,2026-04-26,0.0
2168,Charlie Miller,50,Male,Phoenix,2025-09-28,189.37
2169,Paula Garcia,26,Female,Seattle,2024-05-20,341.38
2170,Diana Brown,23,Female,New York,2025-10-09,543.4
2171,Victor Brown,33,Male,Denver,2025-07-12,1947.89
2172,Oscar Johnson,46,Male,New York,2025-05-20,2084.82
2173,Jack Davis,20,Male,Los Angeles,2023-11-25,1743.37
2174,Steve Williams,37,Female,Denver,2025-01-02,1308.3
2175,Steve Miller,53,Male,Seattle,2025-10-08,3497.18
2176,Quentin Miller,36,Female,New York,2024-03-30,1171.36
2177,Grace Davis,43,Female,Houston,2025-10-07,910.94
2178,Diana Garcia,20,Female,New York,2025-09-21,1170.85
2179,Ivy Brown,36,Male,Denver,2025-12-03,154.98
2180,Grace Smith,37,Male,Miami,2024-03-15,292.73
2181,Eva Brown,49,Male,Houston,2025-01-20,1310.39
2182,Henry Garcia,24,Male,New York,2024-11-25,7159.42
2183,Eva Williams,69,Female,Chicago,2025-03-30,3964.2
2184,Alice Williams,58,Male,Miami,2024-04-22,3538.4
2185,Tina Garcia,50,Male,Chicago,2025-01-09,3473.53
2186,Bob Williams,57,Female,Los Angeles,2025-03-06,5589.78
2187,Quentin Davis,56,Female,Los Angeles,2024-01-18,4210.2
2188,Rachel Brown,35,Male,Phoenix,2026-03-23,107.4
2189,Alice Smith,57,Female,Seattle,2026-04-05,1929.26
2190,Diana Davis,18,Female,Los Angeles,2026-01-30,3736.32
2191,Laura Williams,28,Male,Chicago,2024-02-22,975.16
2192,Victor Martinez,45,Female,Seattle,2025-03-26,1049.39
2193,Jack Davis,42,Female,Los Angeles,2026-08-31,758.78
2194,Steve Brown,67,Female,Denver,2024-05-01,4138.61
2195,Oscar Garcia,40,Female,Seattle,2024-12-20,1476.08
2196,Diana Garcia,48,Female,Miami,2026-01-08,1864.75
2197,Mike Williams,47,Female,Los Angeles,2025-02-13,4887.52
2198,Charlie Johnson,59,Female,Los Angeles,2024-03-14,3625.72
2199,Eva Martinez,52,Male,Miami,2025-10-12,2962.0
2200,Oscar Garcia,24,Female,New York,2024-05-17,2287.11
2201,Victor Jones,33,Female,Los Angeles,2025-04-21,457.38
2202,Grace Williams,43,Female,Houston,2026-07-15,6621.34
2203,Mike Martinez,65,Female,Los Angeles,2024-04-18,367.15
2204,Tina Brown,69,Female,New York,2025-04-02,4597.53
2205,Alice Williams,66,Female,Phoenix,2025-03-10,4568.37
2206,Mike Smith,19,Male,Chicago,2025-08-05,1355.38
2207,Charlie Williams,18,Male,Los Angeles,2025-12-08,2510.26
2208,Grace Miller,65,Female,Denver,2026-08-31,8630.47
2209,Frank Garcia,29,Female,Miami,2025-08-08,1104.61
2210,Bob Williams,22,Male,New York,2024-03-01,591.48
2211,Ivy Davis,54,Female,Denver,2024-02-24,2739.04
2212,Oscar Jones,49,Male,Los Angeles,2026-03-03,2411.39
2213,Oscar Johnson,26,Female,Denver,2025-08-16,914.76
2214,Jack Smith,58,Male,Seattle,2026-08-24,2329.13
2215,Alice Brown,52,Female,Houston,2023-12-31,2075.96
2216,Ivy Jones,36,Female,Los Angeles,2024-06-17,414.32
2217,Quentin Miller,65,Male,Chicago,2023-09-25,3465.22
2218,Steve Brown,33,Female,Los Angeles,2025-10-27,37.95
2219,Bob Miller,20,Male,Denver,2025-12-01,1848.99
2220,Laura Miller,37,Female,Seattle,2024-02-16,3235.68
2221,Diana Miller,41,Male,Miami,2025-04-24,3853.04
2222,Victor Davis,50,Female,Los Angeles,2024-08-26,1549.18
2223,Diana Brown,41,Female,Seattle,2026-02-20,741.08
2224,Charlie Miller,69,Female,Miami,2026-08-18,7664.15
2225,Laura Williams,28,Male,Los Angeles,2024-12-06,4677.65
2226,Rachel Brown,66,Female,Miami,2026-08-31,3325.23
2227,Henry Johnson,25,Male,Phoenix,2024-07-08,1408.19
2228,Frank Williams,53,Male,Chicago,2024-10-18,3303.49
2229,Paula Davis,55,Female,Miami,2026-06-17,668.2
2230,Paula Johnson,57,Female,Denver,2024-07-15,3191.03
2231,Ivy Smith,37,Female,Los Angeles,2025-05-22,1658.74
2232,Paula Davis,52,Male,New York,2025-06-06,2178.28
2233,Jack Johnson,65,Male,Seattle,2025-10-04,5382.64
2234,Tina Martinez,42,Male,Denver,2026-04-14,25.92
2235,Laura Davis,52,Male,New York,2024-09-29,1477.36
2236,Diana Garcia,42,Male,Chicago,2026-03-20,1799.22
2237,Henry Davis,46,Female,Chicago,2023-11-29,401.34
2238,Mike Jones,35,Female,Seattle,2025-09-24,1277.52
2239,Victor Smith,63,Female,Los Angeles,2025-08-02,731.11
2240,Diana Martinez,35,Female,Phoenix,2025-07-16,724.07
2241,Victor Williams,19,Female,Los Angeles,2025-02-07,1679.36
2242,Mike Jones,52,Female,Chicago,2024-06-25,947.52
2243,Jack Martinez,33,Female,Miami,2024-03-01,888.76
2244,Rachel Johnson,58,Female,Miami,2024-05-28,1568.43
2245,Mike Jones,53,Male,Houston,2023-10-17,3612.88
2246,Quentin Brown,50,Male,Chicago,2025-08-09,1177.34
2247,Charlie Jones,21,Male,New York,2024-07-23,643.67
2248,Victor Williams,50,Female,Chicago,2025-07-30,1065.43
2249,Frank Williams,31,Female,New York,2024-08-07,903.1
2250,Mike Brown,38,Female,Phoenix,2025-12-29,5507.77
2251,Henry Martinez,65,Male,Phoenix,2026-03-17,2512.09
2252,Grace Garcia,37,Female,Denver,2026-04-27,933.03
2253,Nina Martinez,25,Female,Chicago,2025-04-09,2334.07
2254,Victor Williams,24,Female,New York,2024-10-22,394.73
2255,Mike Martinez,20,Male,Los Angeles,2026-05-21,1040.98
2256,Charlie Williams,34,Female,Denver,2025-04-15,1151.48
2257,Eva Miller,50,Male,Houston,2026-07-27,1249.24
2258,Mike Smith,65,Female,New York,2026-03-21,1844.86
2259,Rachel Garcia,29,Male,Seattle,2025-11-29,1518.86
2260,Mike Brown,68,Male,Miami,2024-02-24,728.55
2261,Laura Williams,39,Male,New York,2024-03-30,396.78
2262,Quentin Williams,39,Female,Denver,2025-04-19,788.5
2263,Charlie Smith,63,Female,Houston,2023-09-20,3712.45
2264,Steve Martinez,47,Female,Los Angeles,2024-07-12,2417.16
2265,Henry Jones,55,Male,New York,2025-04-22,2301.22
2266,Oscar Davis,55,Male,Los Angeles,2025-01-10,2613.73
2267,Victor Martinez,62,Male,Houston,2026-06-29,1898.86
2268,Jack Miller,68,Male,Miami,2024-06-30,5186.09
2269,Tina Miller,25,Male,Los Angeles,2025-01-14,365.8
2270,Mike Johnson,44,Male,Seattle,2026-08-17,1274.22
2271,Bob Miller,44,Female,Phoenix,2026-04-29,3108.53
2272,Mike Johnson,51,Female,Houston,2023-10-13,6096.98
2273,Tina Garcia,38,Male,New York,2024-04-09,334.6
2274,Steve Garcia,47,Male,Denver,2025-08-31,4276.39
2275,Frank Williams,50,Male,Denver,2026-05-17,1877.36
2276,Jack Brown,45,Male,Houston,2023-11-24,963.46
2277,Laura Jones,64,Female,Denver,2023-12-04,8100.21
2278,Bob Brown,50,Female,Miami,2025-02-09,3027.8
2279,Laura Jones,22,Male,Miami,2023-12-16,151.8
2280,Nina Davis,65,Female,Miami,2026-02-20,2854.08
2281,Quentin Davis,36,Female,Phoenix,2024-09-26,2076.87
2282,Oscar Johnson,21,Female,Chicago,2024-02-26,480.35
2283,Laura Johnson,52,Male,Miami,2025-05-03,2828.09
2284,Jack Davis,66,Female,Chicago,2025-05-07,4223.83
2285,Mike Davis,34,Male,Miami,2026-03-07,264.75
2286,Ivy Smith,61,Male,Seattle,2026-02-16,6320.22
2287,Rachel Williams,45,Male,Chicago,2025-09-23,503.17
2288,Bob Williams,47,Male,Houston,2026-02-23,1041.13
2289,Mike Miller,46,Male,Chicago,2025-09-29,2121.51
2290,Mike Garcia,63,Female,Los Angeles,2026-03-19,3173.25
2291,Rachel Garcia,23,Female,Miami,2024-06-17,2386.85
2292,Henry Johnson,52,Male,Chicago,2025-04-02,3203.02
2293,Rachel Miller,58,Male,Phoenix,2026-06-28,4724.92
2294,Paula Brown,54,Female,Denver,2025-02-24,3828.19
2295,Diana Williams,41,Male,Denver,2024-10-23,3244.44
2296,Paula Johnson,46,Female,Miami,2024-08-28,5993.46
2297,Steve Martinez,66,Female,Phoenix,2024-01-20,8847.41
2298,Frank Garcia,63,Male,Los Angeles,2024-07-28,1465.47
2299,Eva Brown,48,Female,New York,2024-10-25,3227.45
2300,Steve Garcia,52,Female,Chicago,2025-09-18,1702.47
2301,Charlie Jones,50,Female,Denver,2024-03-04,1601.6
2302,Oscar Miller,69,Male,Chicago,2026-08-21,4370.23
2303,Charlie Davis,38,Female,Miami,2025-06-20,1398.42
2304,Steve Williams,49,Male,Seattle,2024-05-29,1105.6
2305,Bob Johnson,40,Male,Phoenix,2026-07-05,4151.83
2306,Frank Garcia,50,Male,Miami,2024-08-12,3127.78
2307,Jack Johnson,20,Female,Houston,2026-08-07,0.0
2308,Eva Jones,35,Male,Chicago,2025-03-25,340.87
2309,Frank Garcia,42,Male,New York,2024-07-21,1302.0
2310,Bob Jones,59,Male,Seattle,2024-02-23,3068.65
2311,Quentin Martinez,48,Female,Phoenix,2023-11-11,2306.21
2312,Henry Miller,20,Female,Denver,2026-05-26,1157.52
2313,Bob Williams,57,Female,Seattle,2024-02-06,2788.2
2314,Paula Brown,63,Female,Chicago,2026-05-28,5179.08
2315,Laura Garcia,41,Female,Chicago,2025-06-11,3854.09
2316,Rachel Martinez,67,Male,Miami,2025-10-07,3936.23
2317,Paula Johnson,49,Female,Denver,2025-01-17,3800.48
2318,Eva Johnson,64,Male,Phoenix,2025-01-29,2705.73
2319,Victor Miller,39,Male,Chicago,2025-11-04,742.99
2320,Tina Garcia,40,Male,Chicago,2025-07-11,673.9
2321,Rachel Davis,19,Female,Phoenix,2026-06-26,1423.8
2322,Alice Johnson,44,Female,Denver,2026-06-24,3195.77
2323,Grace Garcia,59,Male,New York,2025-01-15,2084.07
2324,Quentin Davis,19,Female,New York,2025-04-08,462.62
2325,Oscar Williams,43,Female,Miami,2024-04-17,1944.58
2326,Mike Smith,34,Female,New York,2025-12-13,541.66
2327,Mike Martinez,57,Female,Los Angeles,2024-10-12,1831.61
2328,Rachel Davis,50,Female,Los Angeles,2025-11-09,1769.93
2329,Diana Miller,26,Female,Miami,2024-05-30,46.16
2330,Eva Brown,60,Female,New York,2025-09-27,3027.36
2331,Bob Williams,65,Female,Denver,2023-12-11,2787.8
2332,Paula Williams,56,Male,Miami,2026-08-08,4207.54
2333,Frank Miller,46,Female,Miami,2025-06-23,2915.99
2334,Rachel Martinez,59,Female,Phoenix,2026-07-14,1356.82
2335,Alice Garcia,43,Female,Los Angeles,2026-05-09,4779.58
2336,Tina Jones,52,Male,Denver,2026-01-10,2441.5
2337,Tina Brown,67,Male,Denver,2025-03-06,3822.33
2338,Rachel Miller,42,Male,Houston,2024-08-24,2868.33
2339,Tina Johnson,41,Male,New York,2023-11-13,1231.0
2340,Laura Miller,30,Male,Seattle,2026-03-01,2133.42
2341,Oscar Martinez,24,Female,New York,2024-10-31,0.0
2342,Rachel Brown,53,Female,Denver,2024-06-18,5792.45
2343,Nina Garcia,62,Male,Denver,2026-08-21,3653.32
2344,Laura Martinez,37,Female,Phoenix,2026-09-05,965.58
2345,Grace Brown,18,Female,Phoenix,2026-05-28,1333.94
2346,Jack Jones,25,Male,Denver,2024-12-13,993.94
2347,Quentin Garcia,63,Female,Phoenix,2025-06-20,5159.03
2348,Tina Martinez,33,Female,Seattle,2024-05-16,303.24
2349,Eva Jones,31,Male,Phoenix,2025-08-16,5019.08
2350,Mike Davis,29,Female,Denver,2024-02-18,496.63
2351,Grace Martinez,68,Female,Phoenix,2024-11-21,2227.85
2352,Diana Brown,40,Male,New York,2024-06-17,2278.15
2353,Henry Brown,32,Male,Los Angeles,2026-09-01,268.75
2354,Laura Davis,45,Male,Chicago,2026-01-03,1684.42
2355,Steve Williams,51,Female,Denver,2023-09-20,1242.34
2356,Grace Jones,19,Female,Phoenix,2026-05-14,1232.06
2357,Charlie Brown,49,Male,Chicago,2024-01-09,2203.26
2358,Frank Smith,40,Female,Denver,2026-01-12,880.87
2359,Jack Smith,39,Male,Phoenix,2024-09-25,2415.55
2360,Laura Jones,68,Female,Denver,2024-04-16,3679.4
2361,Rachel Davis,42,Female,Houston,2024-06-10,116.2
2362,Laura Williams,39,Female,Phoenix,2024-04-27,1827.42
2363,Alice Garcia,39,Female,Houston,2024-09-25,565.3
2364,Victor Miller,66,Female,Miami,2024-09-03,5540.02
2365,Nina Johnson,69,Male,Chicago,2024-03-05,3242.23
2366,Laura Brown,59,Male,Phoenix,2026-05-14,1020.06
2367,Henry Davis,23,Female,Miami,2025-11-03,3175.12
2368,Tina Smith,32,Female,Miami,2025-05-20,1851.3
2369,Bob Johnson,60,Female,Phoenix,2025-01-05,2720.34
2370,Nina Martinez,54,Female,Los Angeles,2024-08-02,3948.1
2371,Mike Brown,50,Male,Chicago,2025-05-06,4677.18
2372,Eva Davis,25,Female,Seattle,2026-05-16,2572.14
2373,Steve Brown,61,Male,Los Angeles,2026-05-01,2636.77
2374,Paula Martinez,61,Female,Los Angeles,2026-08-21,3903.72
2375,Bob Martinez,22,Male,Chicago,2024-04-26,1198.7
2376,Laura Martinez,56,Female,Los Angeles,2024-08-11,4350.2
2377,Tina Davis,21,Male,Denver,2024-11-03,216.52
2378,Paula Williams,23,Female,Denver,2024-01-01,1578.08
2379,Steve Davis,62,Female,New York,2024-01-06,3125.59
2380,Ivy Smith,49,Male,Los Angeles,2025-11-28,2831.03
2381,Oscar Garcia,69,Male,New York,2023-12-11,4368.91
2382,Quentin Smith,47,Female,Seattle,2024-01-29,1208.76
2383,Eva Miller,64,Female,Seattle,2024-09-12,4577.44
2384,Nina Miller,52,Male,Chicago,2026-03-16,2032.15
2385,Diana Williams,57,Female,Chicago,2025-08-22,4255.02
2386,Alice Smith,69,Female,Denver,2024-12-09,3241.2
2387,Steve Miller,33,Male,Houston,2026-01-25,1883.06
2388,Mike Williams,30,Female,Houston,2026-04-10,997.62
2389,Bob Miller,67,Male,Houston,2024-04-28,6739.41
2390,Charlie Johnson,59,Male,Denver,2024-11-05,2282.46
2391,Henry Smith,47,Female,Denver,2023-12-18,4038.03
2392,Steve Brown,36,Male,Chicago,2025-01-01,2558.23
2393,Jack Brown,34,Female,Miami,2026-07-07,387.82
2394,Jack Williams,36,Male,Seattle,2025-01-07,1263.9
2395,Ivy Smith,45,Male,Seattle,2025-05-17,927.93
2396,Bob Garcia,43,Female,Miami,2026-06-21,1984.22
2397,Oscar Williams,54,Female,Seattle,2026-01-09,4994.24
2398,Steve Davis,43,Male,Houston,2024-09-20,2186.74
2399,Eva Davis,40,Male,Seattle,2025-05-17,354.7
2400,Steve Martinez,26,Male,Seattle,2026-01-10,1562.34
2401,Ivy Brown,29,Female,Los Angeles,2025-01-19,277.72
2402,Mike Johnson,18,Male,New York,2026-03-19,4089.34
2403,Nina Smith,18,Male,Houston,2025-03-12,131.37
2404,Quentin Brown,64,Female,Phoenix,2024-11-27,4906.07
2405,Grace Brown,51,Male,Denver,2023-10-11,1603.17
2406,Victor Brown,49,Female,Houston,2025-01-18,2794.24
2407,Jack Miller,65,Female,Miami,2025-06-29,4481.22
2408,Ivy Garcia,42,Female,Denver,2025-06-02,1041.56
2409,Quentin Garcia,57,Male,Miami,2024-03-29,1520.02
2410,Oscar Smith,62,Male,Chicago,2025-06-11,2646.12
2411,Ivy Martinez,18,Female,Phoenix,2023-10-13,601.72
2412,Grace Garcia,33,Male,Seattle,2024-07-18,0.0
2413,Quentin Martinez,56,Female,Phoenix,2025-01-25,5421.72
2414,Quentin Davis,22,Male,Miami,2026-06-06,343.23
2415,Eva Martinez,39,Female,Chicago,2024-08-21,342.16
2416,Rachel Smith,46,Male,New York,2024-01-08,1997.63
2417,Oscar Williams,20,Male,Los Angeles,2023-09-23,333.76
2418,Alice Brown,29,Female,Miami,2024-07-15,1657.07
2419,Victor Davis,43,Female,New York,2024-01-11,2624.49
2420,Steve Martinez,33,Female,New York,2023-09-23,1135.16
2421,Rachel Jones,68,Female,New York,2023-10-14,5603.61
2422,Oscar Williams,54,Male,Los Angeles,2026-07-04,2327.68
2423,Eva Brown,39,Male,Phoenix,2026-08-18,2229.41
2424,Ivy Miller,46,Male,Miami,2025-09-04,0.0
2425,Paula Brown,31,Male,Phoenix,2025-12-19,1112.25
2426,Bob Johnson,45,Female,Seattle,2024-02-22,1541.48
2427,Steve Davis,22,Male,New York,2025-10-21,1951.06
2428,Charlie Davis,64,Female,Miami,2024-08-25,2836.17
2429,Rachel Smith,66,Male,Houston,2024-03-23,3438.42
2430,Ivy Smith,47,Male,Phoenix,2026-05-10,4546.64
2431,Frank Garcia,63,Male,Houston,2023-11-16,2531.96
2432,Nina Johnson,69,Female,Chicago,2024-07-01,3466.18
2433,Tina Miller,22,Female,Seattle,2025-01-14,281.29
2434,Charlie Martinez,29,Female,New York,2024-06-22,337.08
