Customer_ID,Name,Age,Gender,Location,Churn,Recency,Frequency,Monetary,Avg_Basket,R_score,F_score,M_score,RFM_score,Cluster,Segment,Recommandation
2026,Judy Baker,52,Male,Chicago,0,72,16,6040.34,377.52,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2027,Justin Baker,62,Male,Jacksonville,0,145,14,4855.849999999999,346.85,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2028,Stephanie Ross,44,Female,Dallas,0,58,19,9235.07,486.06,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2029,Zachary Hicks,31,Female,San Antonio,0,19,19,9303.69,489.67,4,3,4,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2030,Anthony Rodriguez,66,Female,San Diego,1,1043,2,104.8,52.4,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2031,Rebecca Henderson,37,Female,San Antonio,1,1096,7,965.1700000000001,137.88,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2032,James Ferrell,35,Female,San Diego,0,3,31,12927.33,417.01,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2033,Tricia Valencia,60,Female,Jacksonville,0,54,17,6947.16,408.66,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2034,Nathan Maldonado,26,Male,San Antonio,1,738,7,1351.9,193.13,1,1,2,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2035,Debra Davidson,45,Male,San Diego,0,251,13,4438.05,341.39,2,2,3,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2036,Jeffrey Chavez,42,Female,Houston,0,16,23,9018.74,392.12,4,4,4,12,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2037,Sherri Baker,66,Female,Phoenix,0,17,27,10311.79,381.92,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2038,Cassandra Gaines,23,Female,New York,0,60,20,6220.96,311.05,3,4,3,10,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2039,Elizabeth Fowler,40,Male,Austin,1,825,5,696.38,139.28,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2040,Brittany Farmer,59,Male,New York,1,347,20,3761.79,188.09,2,4,3,9,2,À risque,"Campagne de réactivation urgente, remise personnalisée."
2041,Paula Moreno,19,Male,Houston,0,31,27,9054.94,335.37,4,5,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2042,Fred Smith,25,Male,San Diego,0,109,23,9622.01,418.35,3,4,5,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2043,Sherry Decker,28,Male,Chicago,1,284,11,2010.1299999999999,182.74,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2044,Anthony Humphrey,19,Female,San Jose,0,60,26,10930.03,420.39,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2045,Angelica Tucker,63,Male,Los Angeles,0,58,21,8137.4,387.5,3,4,4,11,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2046,Philip Cannon,67,Female,Austin,0,90,22,9709.05,441.32,3,4,5,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2047,John Pierce,54,Male,Philadelphia,1,585,9,1566.6100000000001,174.07,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2048,Shane Henderson,41,Male,Dallas,0,10,26,12178.27,468.4,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2049,Joshua Blair,44,Female,Los Angeles,0,87,14,7644.75,546.05,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2050,Eric Carney,58,Female,Jacksonville,1,510,4,446.68,111.67,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2051,Jessica Holmes,64,Female,San Jose,0,18,24,7640.6900000000005,318.36,4,5,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2052,Danny Morgan,70,Female,Philadelphia,0,4,16,5972.53,373.28,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2053,Crystal Robinson,23,Female,San Diego,1,765,5,782.14,156.43,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2054,Mark Perez,54,Female,Philadelphia,1,391,11,1306.8700000000001,118.81,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2055,Shannon Jones,38,Male,San Diego,0,34,34,16525.91,486.06,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2056,Michael Lewis,34,Female,Phoenix,0,35,26,11565.67,444.83,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2057,Timothy Duncan,51,Male,Los Angeles,0,194,18,6764.82,375.82,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2058,Richard Aguirre,49,Male,Jacksonville,1,715,8,1175.52,146.94,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2059,Brent Jordan,49,Female,New York,1,328,3,456.43000000000006,152.14,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2060,John Daniel,43,Male,Phoenix,0,16,23,10774.7,468.47,4,4,5,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2061,Victoria Garcia,51,Female,San Antonio,0,7,18,6920.43,384.47,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2062,Gerald Hensley,47,Female,Phoenix,0,0,31,11559.4,372.88,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2063,Connor West,64,Male,Philadelphia,0,67,20,7845.27,392.26,3,4,4,11,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2064,Donald Wright,66,Male,Houston,1,543,8,2022.1000000000001,252.76,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2065,Jessica Callahan,35,Female,Los Angeles,1,473,6,530.64,88.44,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2066,Amber Kidd,41,Male,Phoenix,0,25,22,9820.36,446.38,4,4,5,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2067,Tracy House,26,Female,New York,1,863,5,804.1400000000001,160.83,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2068,Carol Tucker,62,Male,Austin,0,54,25,9942.97,397.72,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2069,James Brown,18,Female,San Diego,0,26,18,6711.58,372.87,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2070,William Baker,29,Male,Phoenix,0,3,18,4359.57,242.2,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2071,Jordan Henderson,22,Female,San Diego,0,1,23,9008.47,391.67,5,4,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2072,Whitney Peters,61,Male,Chicago,0,126,25,11937.79,477.51,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2073,Brittney Phillips,37,Male,Houston,1,749,5,934.4399999999999,186.89,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2074,Lauren Daniels,44,Male,Dallas,0,64,19,7780.53,409.5,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2075,Amy Silva,46,Female,San Jose,0,14,21,7967.21,379.39,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2076,Sarah Moore,57,Male,San Jose,0,24,20,7647.93,382.4,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2077,Angela Lopez,31,Male,Phoenix,1,664,11,1824.28,165.84,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2078,Megan Young,29,Male,Chicago,0,5,18,7617.91,423.22,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2079,Steve Sanchez,62,Female,Phoenix,0,83,28,10761.05,384.32,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2080,Lisa Barnes,63,Female,Jacksonville,0,130,17,7181.53,422.44,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2081,Kelly Donovan,32,Female,Austin,0,47,13,6621.17,509.32,3,2,3,8,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2082,Mike Allen,52,Male,Austin,0,34,14,6495.71,463.98,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2083,Michael Evans,70,Male,Los Angeles,1,651,10,1527.01,152.7,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2084,Paul Jones,37,Female,San Diego,0,95,28,10955.51,391.27,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2085,Zachary Ferrell,37,Female,Phoenix,0,10,29,13561.06,467.62,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2086,Daniel Baker,46,Male,San Jose,0,9,25,13247.88,529.92,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2087,Shirley Suarez,65,Female,San Jose,1,832,8,1335.67,166.96,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2088,Christopher Bass,32,Male,Austin,0,3,19,9738.24,512.54,5,3,5,13,1,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2089,Lisa Archer,66,Male,San Diego,0,8,23,9297.5,404.24,5,4,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2090,Aimee Montoya,35,Male,San Jose,1,183,9,1632.04,181.34,3,2,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2091,Matthew Mcmillan,49,Male,San Diego,1,268,8,1563.48,195.44,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2092,Brian Rodriguez,38,Male,Chicago,0,72,16,5145.29,321.58,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2093,Denise Jacobs,49,Female,Austin,0,16,37,15359.78,415.13,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2094,Christina Walters,53,Male,San Diego,1,362,8,1670.6499999999999,208.83,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2095,John Whitehead,38,Male,San Antonio,0,55,13,5584.1,429.55,3,2,3,8,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2096,Anna Henderson,18,Female,San Antonio,1,363,3,693.72,231.24,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2097,Aaron Wise,41,Female,Austin,0,38,19,6250.36,328.97,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2098,Deborah Figueroa,31,Female,Dallas,1,242,9,1478.66,164.3,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2099,Jessica Smith,46,Female,Los Angeles,1,671,4,665.8100000000001,166.45,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2100,Stephen Mckee,56,Male,Jacksonville,1,1176,2,394.59000000000003,197.3,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2101,Sandra Aguilar,18,Female,Los Angeles,0,34,24,8359.36,348.31,4,5,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2102,Cameron Parker,25,Female,Los Angeles,1,758,9,1574.62,174.96,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2103,Rebecca Valencia,63,Female,Dallas,0,61,19,5774.79,303.94,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2104,Christine Wright,48,Female,Houston,0,64,17,4840.69,284.75,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2105,Richard Henson,42,Male,San Jose,0,22,22,8492.59,386.03,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2106,Marc Moore,26,Male,Phoenix,1,187,15,3142.31,209.49,3,3,2,8,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2107,Sharon Cherry,68,Female,New York,0,0,22,5055.18,229.78,5,4,3,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2108,Sierra Johnson,55,Female,Chicago,1,379,9,2204.49,244.94,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2109,Evelyn Galvan,40,Female,Dallas,0,48,16,7617.87,476.12,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2110,Sharon Cochran,38,Male,Jacksonville,0,4,20,8678.94,433.95,5,4,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2111,Richard Rodriguez,32,Female,New York,0,23,12,6558.610000000001,546.55,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2112,Shannon Walker,63,Female,San Antonio,1,420,6,790.49,131.75,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2113,Julia Torres,20,Male,Dallas,0,39,12,4201.57,350.13,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2114,Crystal Johnson,46,Male,Dallas,1,505,5,374.03999999999996,74.81,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2115,Garrett Lin,27,Female,Austin,0,34,33,9848.19,298.43,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2116,Diana May,68,Female,Philadelphia,0,152,22,7086.26,322.1,3,4,3,10,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2117,William Herrera,39,Female,Philadelphia,1,271,15,2317.0,154.47,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2118,Ashley Waller,20,Male,Houston,1,333,7,1150.09,164.3,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2119,Victor Baker,65,Male,San Antonio,1,706,7,712.67,101.81,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2120,Jeffrey Chandler,63,Male,San Diego,1,784,7,1624.34,232.05,1,1,2,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2121,Larry Dixon,19,Male,Philadelphia,1,409,8,1509.08,188.64,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2122,Kenneth Scott,41,Female,Chicago,0,340,14,5489.69,392.12,2,3,3,8,0,À risque,"Campagne de réactivation urgente, remise personnalisée."
2123,April Frost,54,Male,Chicago,0,80,20,7889.139999999999,394.46,3,4,4,11,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2124,Michelle Harmon,42,Male,San Diego,0,38,21,7409.6900000000005,352.84,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2125,Helen Jones,58,Female,San Diego,0,15,24,11077.99,461.58,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2126,Erin Edwards,69,Female,Phoenix,1,395,8,1844.33,230.54,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2127,Michelle Evans,40,Female,Austin,0,29,20,7773.53,388.68,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2128,Jason Powell,47,Female,Houston,1,306,13,2184.48,168.04,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2129,Cameron Fisher,24,Male,San Antonio,1,470,8,2072.39,259.05,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2130,Megan Orr,62,Female,New York,0,49,15,5277.47,351.83,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2131,Elizabeth Kelley,54,Male,San Jose,0,17,33,14277.970000000001,432.67,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2132,Dustin Jordan,36,Male,San Jose,1,376,3,593.66,197.89,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2133,Mary Marshall,30,Female,Austin,0,207,21,9439.710000000001,449.51,3,4,5,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2134,Daniel Kennedy,58,Male,Phoenix,1,363,11,1637.19,148.84,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2135,Rebecca Jackson,41,Male,Los Angeles,0,32,19,10815.37,569.23,4,3,5,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2136,Jose Schultz,44,Male,Houston,0,23,20,9705.380000000001,485.27,4,4,5,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2137,Robert Potter,41,Female,Chicago,1,424,9,1439.44,159.94,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2138,Courtney Gonzalez,48,Female,Jacksonville,1,607,3,355.68,118.56,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2139,David Alvarez,47,Male,Chicago,1,550,8,979.54,122.44,1,2,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2140,Angel Perry,64,Female,Dallas,1,651,6,1186.51,197.75,1,1,2,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2141,Cheyenne Horton,43,Male,Phoenix,0,0,28,12976.78,463.46,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2142,David Douglas Jr.,61,Female,San Jose,0,19,15,6527.57,435.17,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2143,Patricia Rodriguez,41,Male,Austin,1,563,4,357.4,89.35,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2144,Christopher Rubio,57,Female,San Jose,0,26,21,7711.08,367.19,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2145,Amber Wright,58,Female,Jacksonville,1,520,13,2400.08,184.62,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2146,Joyce Solis,25,Male,New York,1,407,11,1468.29,133.48,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2147,Victoria Larson,49,Male,Los Angeles,0,174,20,8869.03,443.45,3,4,4,11,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2148,Stephanie Salazar,26,Female,San Diego,1,547,5,831.72,166.34,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2149,Kathy Rivas,65,Female,San Jose,1,361,11,1656.33,150.58,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2150,Stephanie Manning,59,Male,San Diego,1,856,4,930.55,232.64,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2151,David Wright,35,Male,Jacksonville,1,499,4,659.2,164.8,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2152,Pamela Boyd,46,Male,Philadelphia,0,18,29,10479.35,361.36,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2153,Denise Jones,41,Female,New York,1,914,5,878.1200000000001,175.62,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2154,Devon Flores,25,Female,Los Angeles,0,3,26,9617.04,369.89,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2155,Brenda Hall,56,Male,New York,1,544,4,1063.46,265.86,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2156,Michelle Brown,26,Male,Los Angeles,0,11,16,4945.7,309.11,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2157,Joshua Perry,70,Male,Philadelphia,0,74,14,4645.76,331.84,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2158,Jason Stein,56,Male,Phoenix,1,478,20,3678.18,183.91,2,4,3,9,0,À risque,"Campagne de réactivation urgente, remise personnalisée."
2159,Melissa Gates,52,Female,Chicago,1,857,1,174.32999999999998,174.33,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2160,Jamie Smith,19,Male,New York,1,369,12,2107.23,175.6,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2161,Paul Castaneda,33,Female,New York,1,508,7,1184.33,169.19,2,1,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2162,Jennifer Adkins,26,Female,Dallas,0,0,27,7872.57,291.58,5,5,4,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2163,Lindsey Walker,48,Female,Philadelphia,1,345,15,1668.31,111.22,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2164,Jeffrey Johnson,46,Male,San Jose,0,28,21,9728.6,463.27,4,4,5,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2165,Michael Powell,60,Female,San Diego,1,688,8,1228.51,153.56,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2166,John Anderson,48,Female,San Antonio,0,30,31,10917.619999999999,352.18,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2167,Alyssa Long,46,Male,Los Angeles,0,18,24,10861.53,452.56,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2168,Alyssa Day,22,Male,Phoenix,1,379,14,3214.2200000000003,229.59,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2169,Joel Williams,56,Female,San Diego,0,27,14,5427.58,387.68,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2170,Daniel Murphy,24,Male,Austin,1,276,8,1762.15,220.27,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2171,Jamie Walton,32,Female,Philadelphia,0,34,19,7876.0,414.53,4,3,4,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2172,Darlene Miller,64,Male,Philadelphia,0,8,28,9737.699999999999,347.78,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2173,Joshua Cooke,34,Female,Chicago,0,60,16,5538.44,346.15,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2174,Matthew Harrington,23,Male,San Antonio,0,12,16,5114.9400000000005,319.68,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2175,Nicole Herring,41,Male,Dallas,1,360,15,2485.8,165.72,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2176,Alex Hernandez,53,Female,Austin,0,17,22,10687.66,485.8,4,4,5,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2177,Michael Elliott,60,Female,Jacksonville,0,9,30,10331.7,344.39,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2178,Michael Wang,56,Female,Philadelphia,1,1090,6,730.99,121.83,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2179,Lawrence Adkins,31,Male,Austin,0,479,14,5039.280000000001,359.95,2,3,3,8,0,À risque,"Campagne de réactivation urgente, remise personnalisée."
2180,Robert Oconnell,24,Female,Dallas,0,12,17,6053.7,356.1,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2181,Alexander Collins,35,Male,San Antonio,0,200,15,6354.16,423.61,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
